-71.11987015,42.3827436,703729234733363203
-71.062439,42.3646355,703716282810638338
-71.13221,42.37936,703728879467438080
-71.13221,42.37936,703728799989538816
-71.12758,42.40366,703722822212816898
-71.05729525,42.35138554,703722753900355585
-71.04744663,42.33642828,703725797354373121
-71.12361065,42.3545976,703718461718061056
-71.0705763,42.3377967,703725858842804224
-71.2494,42.3742,703724154797821952
-71.24396111,42.40736944,703726692687155200
-71.06176885,42.36585173,703725159220441089
-71.07707327,42.3708739,703717840650682368
-71.05040437,42.37315041,703720998055575553
-71.10612275,42.34996438,703721734835339265
-71.0527496,42.3570633,703720736456892416
-71.0988025,42.3319167,703718032695173120
-71.06237907,42.35119594,703728996161294336
-71.12245788,42.37230332,703716558397374464
-71.06176885,42.36585173,703715801891786753
-71.0098,42.4628,703715838797471749
-71.08067764,42.34911482,703723815822565378
-71.16491227,42.36248291,703725269954273282
-71.0959504,42.34720973,703728954956521472
-71.0237274,42.3879509,703723245611065344
-71.055755,42.359769,703729274931515396
-71.0971914,42.34644218,703724027307757568
-71.2073898,42.4223289,703724537192513536
-71.097385,42.343337,703728418664390656
-71.07299,42.35215,703717385232994304
-71.0617,42.3578,703716419918307332
-71.10211,42.36463,703722752495230976
-71.0482911,42.3613114,703715937090801664
-71.10152977,42.34442368,703718989034184704
-71.10104639,42.36364637,703718960835866625
-71.11888424,42.38961399,703721168277106688
-71.06666667,42.45833333,703717140235476993
-71.0617,42.3578,703717807033221120
-71.07215592,42.35346264,703720908658069505
-71.0982,42.3445,703726524218925056
-71.06103549,42.35878676,703719173856346112
-71.0552516,42.3561185,703719297466572801
-71.23532,42.37644,703726175407898624
-71.0573421,42.3539011,703725249003540481
-71.03833012,42.37513946,703717194937536512
-71.07781004,42.34886974,703723483080085504
-71.0661,42.3583,703721349009772544
-71.05607271,42.35284209,703722274625605632
-71.1096528,42.3726399,703716782175965184
-71.10129,42.33782,703717790021230592
-71.0617,42.3578,703716900375818241
-71.06001,42.35802,703725720619487232
-71.10129,42.33782,703715981399560193
-71.084575,42.371626,703715965436088321
-71.13876793,42.33868369,703716783920979968
-71.0656509,42.3500099,703720224806330368
-71.0971914,42.34644218,703717548886499328
-71.11776255,42.38073946,703729059230937089
-71.06573537,42.35000833,703716182235414528
-71.14222335,42.34442798,703724264747307015
-71.1192746,42.3722723,703727469413715972
-71.15694444,42.41527778,703718136642736128
-71.1316,42.3528,703718291571916800
-71.05694444,42.36138889,703716415807815680
-71.2245003,42.4473174,703720935837175808
-71.056895,42.362039,703724571023839233
-71.2328329,42.283431,703726321008922624
-71.06448152,42.40008518,703717949669044227
-71.08972222,42.33166667,703721937625870336
-71.13743093,42.34859868,703723552713916416
-71.13221,42.37936,703724946925555712
-71.1096528,42.3726399,703719661318180864
-71.1206436,42.374157,703715835752407041
-71.0597732,42.3584308,703727442368671744
-71.1336,42.3307,703719264059039744
-71.05366226,42.36466138,703723115763900416
-71.1223,42.3963,703723893249478656
-71.1290228,42.4052478,703722233202659329
-71.05465664,42.35607261,703724531492323328
-71.06204953,42.36639635,703725699165765632
-71.15448318,42.34163404,703725354222018560
-71.18788,42.36761,703725895924645888
-71.0959504,42.34720973,703716792926117888
-71.26117,42.38238,703716358366892033
-71.0964,42.3797,703720439676186624
-71.08972222,42.33166667,703720953038180352
-71.08693063,42.37192827,703715745855901696
-71.0022705,42.2528772,703722237107408896
-71.0943042,42.3474085,703727493853741056
-71.1106,42.3737,703726718461349888
-71.1208,42.3097,703718116581351424
-71.07875842,42.3412936,703728201516847104
-71.07083455,42.4272222,703726578174464000
-71.0552516,42.3561185,703719301275000833
-71.13266998,42.35279708,703726836946231296
-71.01867371,42.36516484,703719773989777408
-71.095695,42.34742,703729130026758145
-71.08972222,42.33166667,703721520720388096
-71.06598877,42.3754733,703719436524638208
-71.1208038,42.3412971,703720208012341248
-71.095695,42.34742,703720842019086336
-71.17486825,42.31935103,703727122192441344
-71.0597732,42.3584308,703715838889578496
-71.13876793,42.33868369,703716619013505025
-71.25975438,42.39499626,703719105728258048
-71.0617,42.3578,703716109543993344
-71.05022878,42.35210061,703725789359923200
-71.0597732,42.3584308,703717850318438400
-71.14699181,42.34107182,703725204300800001
-71.10084321,42.33657077,703724062850355201
-71.0628998,42.41144714,703720248998924288
-71.07276426,42.25800092,703723635270221824
-71.06363253,42.35751133,703719458242732033
-71.1096528,42.3726399,703723151318908928
-71.08435598,42.39404691,703721079882301440
-71.0573421,42.3539011,703720184196935681
-71.0338974,42.31607349,703723687137013760
